id;display_name;manufacturer;name;powder_type_normalized;grain_shape_normalized;burn_rate;relative_burn_rate;quickload_ba_value;qex_kj_per_kg;k_ratio;a0;z1;z2;eta_cm3_per_kg;pc_kg_m3;pcd_kg_m3;pt_c;density_gcc;grain_size_mm;temp_stable;temp_coefficient_fps_per_f;loading_density_optimal_percent;velocity_potential;optimal_bullet_weight_range;suitable_for_cartridges;usable_for_simulation;validation_status;lot_number;source_display;evidence_level;notes
203;Somchem S265;Somchem;S265;;;0.8414;0.8414;0.8414;4088.0;1.2369;4.8261;0.2233;0.7974;1.0015;1550.0;840.0;21.0;;;1;;;;;;1;memory_extracted;2019-09;Internal reference seed;memory_extracted;Imported from internal reference seed.
204;Somchem S321;Somchem;S321;;;0.5478;0.5478;0.5478;3970.0;1.2128;1.4924;0.3966;0.7426;1.0;1680.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-13;Internal reference seed;memory_extracted;Imported from internal reference seed.
205;Somchem S335;Somchem;S335;;;0.5117;0.5117;0.5117;4000.0;1.2316;4.1998;0.2957;0.7858;1.0;1600.0;939.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
206;Somchem S341;Somchem;S341;;;0.5623;0.5623;0.5623;3610.0;1.2399;0.7311;0.4589;0.8128;1.0;1620.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2020-03-27;Internal reference seed;memory_extracted;Imported from internal reference seed.
207;Somchem S355;Somchem;S355;;;0.6037;0.6037;0.6037;3580.0;1.2219;1.5018;0.3861;0.7167;1.0145;1580.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-13;Internal reference seed;memory_extracted;Imported from internal reference seed.
208;Somchem S361;Somchem;S361;;;0.3412;0.3412;0.3412;3885.0;1.2382;3.9443;0.3198;0.8053;1.0315;1577.0;980.0;21.0;;;1;;;;;;1;memory_extracted;2019-10-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
209;Somchem S365;Somchem;S365;;;0.5221;0.5221;0.5221;3830.0;1.2334;-0.0461;0.5063;0.7975;1.0;1500.0;951.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-18;Internal reference seed;memory_extracted;Imported from internal reference seed.
210;Somchem S385;Somchem;S385;;;0.4056;0.4056;0.4056;3890.0;1.2298;2.3539;0.4051;0.8394;1.0145;1600.0;949.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-18;Internal reference seed;memory_extracted;Imported from internal reference seed.
217;VECTAN SP 11;VECTAN;SP 11;;;0.522;0.522;0.522;3910.0;1.2305;0.7;0.515;0.8403;1.0;1640.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2020-11-DEV-1;Internal reference seed;memory_extracted;Imported from internal reference seed.
211;Vectan A0;Vectan;A0;;;3.2753;3.2753;3.2753;3600.0;1.2524;0.2391;0.2089;0.8069;1.0;1620.0;600.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
212;Vectan A1;Vectan;A1;;;4.0462;4.0462;4.0462;3900.0;1.2325;-0.3948;0.2736;0.8018;1.0;1600.0;640.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
213;Vectan AS;Vectan;AS;;;3.8981;3.8981;3.8981;4100.0;1.2225;0.8922;0.3554;0.8222;1.0;1600.0;600.0;21.0;;;1;;;;;;1;memory_extracted;2020-10-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
214;Vectan BA 10;Vectan;BA 10;;;6.5681;6.5681;6.5681;4200.0;1.1979;-0.1391;0.2017;0.8062;1.0;1600.0;530.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
215;Vectan BA 9;Vectan;BA 9;;;2.7897;2.7897;2.7897;3820.0;1.2219;3.2198;0.2494;0.8505;1.0;1580.0;638.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
216;Vectan BA 9 1/2;Vectan;BA 9 1/2;;;3.2858;3.2858;3.2858;4000.0;1.2255;1.3501;0.2602;0.8345;1.0;1580.0;600.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
218;Vectan SP 3;Vectan;SP 3;;;1.4742;1.4742;1.4742;3900.0;1.2235;0.1172;0.3117;0.7087;1.0;1550.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2021-DEV-1;Internal reference seed;memory_extracted;Imported from internal reference seed.
219;Vectan SP 9;Vectan;SP 9;;;0.5687;0.5687;0.5687;3800.0;1.2381;1.1936;0.4762;0.8132;1.0;1660.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-18;Internal reference seed;memory_extracted;Imported from internal reference seed.
220;Vectan SP11;Vectan;SP11;;;0.5083;0.5083;0.5083;3880.0;1.2259;1.0843;0.5061;0.8321;1.0;1610.0;970.0;21.0;;;1;;;;;;1;memory_extracted;2020-10-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
221;Vectan SP12;Vectan;SP12;;;0.3381;0.3381;0.3381;3700.0;1.2307;2.0981;0.6261;0.8528;1.0;1550.0;991.0;21.0;;;1;;;;;;1;memory_extracted;2021-01-03;Internal reference seed;memory_extracted;Imported from internal reference seed.
222;Vectan Tubal 3000;Vectan;Tubal 3000;;;0.5893;0.5893;0.5893;3550.0;1.2393;3.1839;0.4283;0.7761;1.0;1680.0;964.0;21.0;;;1;;;;;;1;memory_extracted;2020-03-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
223;Vectan Tubal 5000;Vectan;Tubal 5000;;;0.6928;0.6928;0.6928;3500.0;1.2213;0.2459;0.4744;0.8581;1.0;1530.0;870.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
224;Vectan Tubal 7000;Vectan;Tubal 7000;;;0.5897;0.5897;0.5897;3550.0;1.2228;0.7114;0.4683;0.8769;1.0;1520.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2020-03-30;Internal reference seed;memory_extracted;Imported from internal reference seed.
225;Vectan Tubal 8000;Vectan;Tubal 8000;;;0.5897;0.5897;0.5897;3550.0;1.2228;0.7114;0.4683;0.8769;1.0;1520.0;943.0;21.0;;;1;;;;;;1;memory_extracted;2020-10-DEV-1;Internal reference seed;memory_extracted;Imported from internal reference seed.
226;Vihtavuori 20N29;Vihtavuori;20N29;;;0.2395;0.2395;0.2395;3600.0;1.2306;4.3153;0.4648;0.8345;1.0;1600.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
227;Vihtavuori 24N41;Vihtavuori;24N41;;;0.2989;0.2989;0.2989;3700.0;1.2391;1.2141;0.4804;0.8363;1.0;1580.0;980.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
228;Vihtavuori 3N36;Vihtavuori;3N36;;;2.3594;2.3594;2.3594;4100.0;1.2192;0.5731;0.3404;0.8206;1.0;1500.0;590.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
229;Vihtavuori 3N37;Vihtavuori;3N37;;;2.36;2.36;2.36;4100.0;1.2186;0.57;0.3401;0.8205;1.0;1500.0;720.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
230;Vihtavuori 3N38;Vihtavuori;3N38;;;1.6705;1.6705;1.6705;4000.0;1.2345;0.9998;0.3008;0.8163;1.0;1510.0;730.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
231;Vihtavuori N105;Vihtavuori;N105;;;1.4406;1.4406;1.4406;3950.0;1.2364;1.3605;0.5049;0.8391;1.0;1400.0;782.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
232;Vihtavuori N110;Vihtavuori;N110;;;1.0211;1.0211;1.0211;3950.0;1.2324;1.9672;0.4062;0.8276;1.0;1480.0;800.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
233;Vihtavuori N120;Vihtavuori;N120;;;0.8435;0.8435;0.8435;3700.0;1.2384;0.8096;0.4095;0.8301;1.0;1600.0;943.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
234;Vihtavuori N130;Vihtavuori;N130;;;0.7357;0.7357;0.7357;3750.0;1.2267;1.0205;0.4003;0.8371;1.0;1580.0;870.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
235;Vihtavuori N133;Vihtavuori;N133;;;0.7322;0.7322;0.7322;3600.0;1.2338;0.4061;0.4772;0.8371;1.0;1600.0;870.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
236;Vihtavuori N135;Vihtavuori;N135;;;0.5993;0.5993;0.5993;3550.0;1.2393;1.8299;0.4989;0.8388;1.0;1590.0;870.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
3;Vihtavuori N140;Vihtavuori;N140;Single-base;;0.6206;0.6206;0.6206;3700.0;1.2265;0.8999;0.4607;0.8158;1.0;1620.0;979.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-14;Internal reference seed;memory_extracted;Most popular for 6.5 CM, very consistent
4;Vihtavuori N150;Vihtavuori;N150;Single-base;;0.5814;0.5814;0.5814;3790.0;1.2214;1.1286;0.4697;0.8169;1.0;1580.0;890.0;21.0;;;1;;;;;;1;memory_extracted;2021-11-13;Internal reference seed;memory_extracted;Slightly slower than N140
5;Vihtavuori N160;Vihtavuori;N160;Single-base;;0.4664;0.4664;0.4664;3650.0;1.2416;0.3523;0.4502;0.8028;1.0;1590.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;For heavy bullets
237;Vihtavuori N165;Vihtavuori;N165;;;0.4237;0.4237;0.4237;3500.0;1.2409;1.1564;0.4848;0.8368;1.0;1580.0;930.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
238;Vihtavuori N170;Vihtavuori;N170;;;0.3248;0.3248;0.3248;3700.0;1.2362;2.6996;0.3613;0.8229;1.0;1590.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
239;Vihtavuori N310;Vihtavuori;N310;;;4.5001;4.5001;4.5001;4000.0;1.2301;0.5997;0.5506;0.8445;1.0;1540.0;560.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-22;Internal reference seed;memory_extracted;Imported from internal reference seed.
240;Vihtavuori N320;Vihtavuori;N320;;;3.5668;3.5668;3.5668;4100.0;1.2023;1.3401;0.4681;0.8345;1.0;1220.0;550.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-30;Internal reference seed;memory_extracted;Imported from internal reference seed.
241;Vihtavuori N32C;Vihtavuori;N32C;;;3.463;3.463;3.463;3050.0;1.2355;2.8935;0.5125;0.84;1.0;1490.0;420.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
242;Vihtavuori N330;Vihtavuori;N330;;;3.0553;3.0553;3.0553;4000.0;1.2006;1.2941;0.5299;0.8446;1.0;1270.0;620.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-30;Internal reference seed;memory_extracted;Imported from internal reference seed.
243;Vihtavuori N340;Vihtavuori;N340;;;2.9203;2.9203;2.9203;4100.0;1.2245;0.9701;0.2863;0.8148;1.0;1390.0;620.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
244;Vihtavuori N350;Vihtavuori;N350;;;2.5002;2.5002;2.5002;4100.0;1.2189;-0.0926;0.4279;0.8303;1.0;1420.0;660.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
245;Vihtavuori N530;Vihtavuori;N530;;;0.6003;0.6003;0.6003;3950.0;1.2299;1.2007;0.4208;0.8271;1.0;1570.0;930.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
246;Vihtavuori N540;Vihtavuori;N540;;;0.5996;0.5996;0.5996;4000.0;1.2007;1.1044;0.4609;0.8341;1.0;1620.0;940.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
6;Vihtavuori N550;Vihtavuori;N550;Single-base;;0.4691;0.4691;0.4691;3950.0;1.2342;1.5091;0.5217;0.8013;1.0;1580.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Great for .223
247;Vihtavuori N555;Vihtavuori;N555;;;0.4514;0.4514;0.4514;3700.0;1.2383;1.3273;0.4527;0.7873;1.0;1590.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2020-08-24-wodan;Internal reference seed;memory_extracted;Imported from internal reference seed.
248;Vihtavuori N560;Vihtavuori;N560;;;0.3707;0.3707;0.3707;4000.0;1.2413;1.2003;0.5102;0.8398;1.0;1620.0;955.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
249;Vihtavuori N565;Vihtavuori;N565;;;0.3203;0.3203;0.3203;4000.0;1.2352;3.4436;0.5042;0.8211;1.0;1600.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-22;Internal reference seed;memory_extracted;Imported from internal reference seed.
250;Vihtavuori N568;Vihtavuori;N568;;;0.3233;0.3233;0.3233;3860.0;1.2397;2.9493;0.4912;0.8375;1.0;1620.0;965.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
251;Vihtavuori N570;Vihtavuori;N570;;;0.2771;0.2771;0.2771;4000.0;1.2469;2.6974;0.5462;0.8405;1.0;1620.0;970.0;21.0;;;1;;;;;;1;memory_extracted;2018-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
252;Winchester 231;Winchester;231;;;3.3899;3.3899;3.3899;4000.0;1.2214;2.3163;0.3287;0.8307;1.0;1670.0;790.0;21.0;;;1;;;;;;1;memory_extracted;2020-02-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
253;Winchester 244;Winchester;244;;;3.9954;3.9954;3.9954;3750.0;1.2229;-0.0222;0.4555;0.8078;1.0;1470.0;780.0;21.0;;;1;;;;;;1;memory_extracted;2021-08-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
254;Winchester 296;Winchester;296;;;1.0721;1.0721;1.0721;4020.0;1.2287;-0.2441;0.4823;0.7638;1.0;1680.0;860.0;21.0;;;1;;;;;;1;memory_extracted;2020-04-20;Internal reference seed;memory_extracted;Imported from internal reference seed.
255;Winchester 748;Winchester;748;;;0.6545;0.6545;0.6545;3700.0;1.2352;-0.0798;0.6107;0.8516;1.0;1650.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2020-06-21;Internal reference seed;memory_extracted;Imported from internal reference seed.
256;Winchester 760;Winchester;760;;;0.4743;0.4743;0.4743;3790.0;1.2394;0.8998;0.5059;0.8071;1.0;1610.0;971.0;21.0;;;1;;;;;;1;memory_extracted;2020-09-22;Internal reference seed;memory_extracted;Imported from internal reference seed.
257;Winchester AutoComp;Winchester;AutoComp;;;3.0524;3.0524;3.0524;4020.0;1.2011;3.0333;0.1174;0.7239;1.0;1580.0;882.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
27;Winchester StaBALL Match;Winchester;StaBALL Match;;;Ba 0.5600;0.56;0.56;3700.0;1.2;5.2232;0.4296;0.8867;1.0;1600.0;890.0;21.0;;;1;;;;;;1;verified_seed;2023/02/13;grt_databases;simulation_seed;grt_databases
258;Winchester StaBall 6.5;Winchester;StaBall 6.5;;;0.5311;0.5311;0.5311;3520.0;1.2282;0.6762;0.6301;0.9135;1.0;1680.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-DEV-2;Internal reference seed;memory_extracted;Imported from internal reference seed.

